UniProt,Compounds
O15439,708
Q14831,380
P35222|O00512,352
Q07889|P01116,388
P16662,284
Q14004,522
P11413,729
Q13163,586
Q14832,352
P07451,449
Q16665|Q99814,440
P11474,418
P49840|P49841,718
P04183,373
P28223|P28335,723
P08236,544
Q9Y2K2,659
P41180,675
P08913|P18825|P18089,495
P37058,377
P32247,381
P41145|P35372,607
Q9NPC1|Q15722,375
Q99571,431
P29350,610
Q86U86,272
Q9UIK4,550
P47712,601
Q86Y07,559
P40225,411
P42679,777
P48443,490
Q8IVH8,670
P14735,491
Q8N6T7,448
Q15077,589
Q14393,279
P09936,222
P35222,315
Q9GZN0,435
P49354|P53609,721
O15151,745
Q92934|P10415,129
O15379|Q9Y618,630
P08686,541
P43351,701
Q8TD08,648
P49721|P20618|P28074|P28062|P28065|P28072|P25786|P25787|P25788|P25789|P28066|P60900|O14818|Q8TAA3|P40306|A5LHX3|P49720|P28070|Q99436,482
Q08493,358
Q9UBE0|Q9UBT2,474
P48549|P48544,395
P23921|Q7LG56,269
Q8TBX8,658
Q9GZQ8,355
P14679,567
P42262,458
P00751,197
Q92934|Q07817,146
P00491,439
Q9BYT3,600
P35610,678
P69905|P68871,214
P62508,392
O75173,476
P07237,487
P31941,839
P29322,598
Q9H422,624
P35236,743
P15144,715
Q9NRM7|O95835,289
P51684,550
P28566,834
O94768,591
O60885|Q96SW2,224
Q9C0B1,532
P78362,583
P16083,672
P23526,353
Q00536,694
Q8N884,510
P28062,650
P52895,763
P10619,906
Q9NZJ5,480
P06493|P14635|Q8WWL7|O95067,759
P09958,765
Q00975|Q02410,451
P46059,403
Q86UE8,631
Q8N1Q1,464
P41145|P41143,692
P31213,757
P28347,382
P34949,733
Q9UHP3,307
P43354,380
P04406,856
Q96T53,368
P27986|P42338,900
Q05586|Q12879|Q13224|O15399|O60391|Q14957|Q8TCU5,681
P51570,568
P08709,795
P40337|Q15370|Q15369,204
P18507|P28472|P47869,644
Q9NR20,930
P35348|P25100|P35368,798
P54619|Q9Y478|Q13131,519
Q6GQQ9,203
P54762,650
Q05586|Q12879,567
Q16512,719
P48039|P49286,483
Q02880,559
P67870,926
O95551,666
Q9UJM8,336
Q86X55,588
O95243,976
Q53HV7,976
Q969S2,976
Q9UIF7,976
Q9Y4P1,665
P14867,489
P28702,540
P17861,996
P51956,700
P49862,640
Q09013,664
P23280,576
P22694|P17612|P22612,901
Q6PHR2,690
Q9BZP6,317
Q14994,371
O95749,461
Q13231,323
P13051,1003
P29372,992
P42261,381
Q96KB5,977
P14867|P47870|P18507|P28472|P48169|Q99928|Q9UN88|P34903|O00591|O14764|Q8N1C3|P18505|P78334|P47869|P31644|Q16445,774
P23141,686
Q9GZU7,1020
Q15391,659
P14867|P47870|P18507|P47869,725
Q96FI4,996
P30556|P50052,934
O75716,789
P06737,818
P42224,752
Q8N5Z0,348
P78549,996
P30542|P0DMS8,962
Q58F21,428
P49721,730
Q14790,888
P11802|P30281,658
P29275|P29274,870
P24864|Q00526,622
P51957,986
Q9GZR1,993
P51946|P50613,627
O15075,968
P10827,673
P20618,657
O43451|P10253|P14410|Q2M2H8,863
P14555,627
Q9UL54,765
P05556|P08648,576
Q9UBE8,751
O15527,1009
Q06609,438
P80192,789
Q969S8,670
P54578,368
Q13569,1031
P30305,863
Q9Y2D0,756
O15054,393
Q5VWK5,852
Q9H2K8,809
P53671,838
Q13164,750
O94806|P41743|P17252|P05129|Q05655|P05771|Q05513|Q02156|P24723|Q15139|Q04759,707
P20309|P08173|P11229|P08172|P08912,593
Q9BQF6,998
Q15375,763
O00206,695
Q13085,710
Q15831,787
O60603,753
Q96RU2,344
Q9Y271|Q9NS75,826
P51686,402
Q9NYV4,538
P41231,662
Q01469,550
P80365,1031
Q09472|O14929,379
P21709,815
P51452,901
P09237,1008
P05089,429
Q9NYY3,899
O14727,650
P62937,575
Q96KS0,619
Q92887,880
P54756,810
P09467,817
O14733,923
P08588|P07550|P13945,741
Q16659,627
Q9Y572,743
Q13946,1053
Q16816,765
Q9HBA0,776
P01106,1079
P01111,384
O95352,240
Q13370,611
P35354|P23219,930
P10696,893
P14324,555
P18507|P28472|P34903,748
P43681,1252
Q02083,517
P25098,996
Q15722,701
P14867|P47870|P18507,726
P60568,472
Q9NPC2,421
Q9Y6E0,786
P23946,876
P13497,834
O14976,856
P28907,645
Q13490,833
Q13574,244
Q9NZQ7|Q9BQ51,427
P07384,1003
Q9NP56,503
P55212,1104
P06276|P22303,1139
P34947,899
Q9Y2R2,733
P35218,924
Q86U44,1108
P45985,710
P39900,1056
P98073,722
P12268,1181
Q02153|Q02108,423
Q99640,740
P43119,962
P11229|P08172,668
Q13093,556
P11388|Q02880,855
P26358,922
Q9ULX7,947
P18507|P28472|P31644,807
Q04609,675
O43781,1246
Q13258,1022
Q8WUI4,938
P50391,348
Q9NXA8,860
P30530|Q12866,449
P22460,1151
P10275|Q96SW2,298
P13631,745
P14174,622
P15692,331
P35869,876
P48147,848
Q6P988,678
Q9UKP6,748
P67870|P68400|P19784,916
P01584,351
Q86SK9,486
Q99835,962
P24864|P24941|O96020,1160
Q15382,469
O00311,1236
Q8TF76,826
Q96SW2,637
P36507,1087
Q02928,488
P52564,928
Q8WTQ7,864
P10826,723
P55085,411
Q00975,808
O94966,716
P04798,917
Q9GZV3,1059
P55789,1466
P78329,502
Q16875,921
Q9H5I1,803
O43318,938
Q92831,856
Q13936,783
P19838,871
Q96RR4,982
P55072,829
O00750,742
Q9H228,749
P20813,1055
O00418,1072
Q12884,876
Q8NI77,879
P55263,875
Q15746,927
P67870|P68400,1367
Q9UIQ6,536
P40337,454
P41143|P35372,1288
P23467,317
Q9UKV0,717
O00187,531
P62942,932
Q8N568,912
Q9Y239,910
P15121,1069
P30872,917
Q9UPE1,938
P41182,501
Q16678,953
P10276,794
P61088,1221
Q96BR1,943
Q92633,767
Q92993,536
P17706,1359
P21980,786
P22001,749
O15264|Q15759|Q16539|P53778,1054
Q9H7Z6,577
Q5T601,439
Q9NTG7,1142
O75914,948
P12821,1167
P22413,704
O15146,970
P15090,766
O95251,546
Q9NYL2,1384
Q8TD19,1010
O15055,388
Q7Z2W7,1032
Q9Y4K4,1395
P49336|P24863,1090
P29376,1132
P14616,1000
Q96L34,1069
O43497,1068
Q02156,1192
Q9H3Y6,1192
Q8IWQ3,994
P48426,1327
P57059,1025
P37059,1318
Q86Z02,1063
P04818,1038
P53985,392
Q96LD8,1263
Q9Y2T6,1043
P29320,1015
P34995,1326
Q13237,1229
Q99873,930
Q99808,1454
P49238,520
Q13554,1295
P32246,1177
P51677,1371
Q8TCW9,316
Q13470,1000
Q5XXA6,429
Q06495,542
P47898,1502
O43193,1543
P49336,1347
Q9H2X6,1409
Q9HC29,1133
P43250,1030
Q96PF2,1192
O00255,690
Q14432|Q13370,1465
Q9H2G2,1448
Q9P0L2,1098
P14867|P18507|P28472,951
Q9H0K1,1165
Q9UQL6,1035
Q6DWJ6,379
P00338,899
Q99814,619
P52732,1260
Q14012,1409
P48764,494
O15164,1551
P25116,1301
Q8NE63,1349
Q08209,930
Q14145,1167
P35346,1245
P53355,1094
Q9P286,1077
O95835,808
Q15761,1486
P29474,1228
P46663,1391
P55201,1561
O75909|Q9NYV4,1018
P21918,1449
O95497,467
P36896,963
P08842,890
Q96RJ0,848
O00238,793
Q96SW2|Q16531,700
Q06710,1661
Q8TDS4,1014
P14920,600
Q13555,1387
P43088,855
P32241,1016
Q9UQB9,1151
Q13191,1153
P10632,1480
P00519|P11274,1105
Q9NRA0,1149
P27986|O00329,1471
P08238,1095
O95977,981
P09769,1159
P54803,1986
P24723,1242
P37023,792
P24530,1750
P47989,1093
P35270,1123
Q96PY6,1363
Q9H8M2,727
P15559,1002
P54753,1263
P06493|P14635,1577
P43115,1327
P00749,1744
O60285,1292
Q9H0H5,2057
Q9NQU5,1205
Q8TDX7,1171
P29323,1258
Q9UQM7,1434
Q9NQS5,951
Q13177,1314
P22894,1770
Q9H2K2,1135
Q9UEE5,1505
Q15139,1254
P35228,1522
P32745,1117
P53396,770
Q16584,947
Q9H4B4,1715
O15427,427
O95271,1218
P48067,1784
Q16513,1617
Q9HC98,1287
P29475,1620
Q9Y271,1202
Q12852,1243
Q7L7X3,1662
Q9BXA7,1477
O96028,1278
P36894,877
P42684,1236
Q9HBY8,1545
Q9Y5Y9,935
P50281,1535
P00740,1266
Q9UBF8,1372
P47900,1080
P43116,1275
Q9UKE5,1263
Q9P289,1317
P42330,1219
P05181,1168
Q16769,1311
O43293,1662
O95470,290
Q9UK32,1148
P51946|P50613|P51948,1101
Q9P2K8,939
P54764,1307
Q16566,1413
Q8NBP7|P01130,496
Q9UGN5,1332
Q8TDC3,1560
P17752,843
P14061,1408
P08235,1452
P30988,1066
P24666,988
O94804,1372
O75676,1213
Q86TI2,1693
P49286,1226
P07477|P07478|P35030,2080
Q9NYA1,1417
Q16602,975
P19784,1259
Q16644,1628
P05556|P13612,1476
P08575,1370
P24941|P20248|P78396,1970
P50613,1448
O95342,1503
Q96GG9|P61081,867
P51817,1681
P15735,1580
P50053,447
Q9H244,1392
P08311,1443
P30559,1345
P43403,1627
O00767,1236
Q9UHL4,1868
Q93009,1090
P00747,2035
P50579,1323
O94806,1819
P46095,946
Q13639,1151
Q8NBP7,720
P11597,1562
P07332,1678
Q9Y5S2,1291
Q96P20,1324
P00750,1451
P05186,1502
P08473,1203
P04035,1373
P25024,1340
P42685,1632
Q05513,1797
Q8N4C8,1771
Q04912,1684
Q9Y6M4,1705
Q00653|P19838|Q04206,1989
Q15119,1134
Q92630,1771
Q15349,1359
O14746,1255
P53667,1855
P05129,1812
Q9NPD5,2151
Q92794,969
P16591,1687
P22748,2050
P24385|Q00534,626
P42680,1373
P30926|P32297,1264
P26572,853
Q6V1X1,2109
P25105,1490
O43175,781
O95136,1170
Q8IU85,1511
Q9HCP0,1779
P11940,1412
Q16832,1496
Q5BJF2,1252
P47871,1794
P04637|Q00987,1806
P78368,1796
P30281|Q00534,1088
P41240,1665
P43166,1927
P33527,1746
P48039,1447
Q15118,1965
Q9UBL9,570
Q13131,1978
Q9Y6L6,2246
P27448,1985
P05164,869
P30613,742
Q9HC97,1042
P11509,1362
Q7KZI7,1858
Q96S37,1291
Q13153,2039
P07477,2160
Q9Y5X9,1398
P51813,1406
Q09472,1432
Q16288,2076
O75530,618
P48729,2145
Q5VT25,1927
P09960,1265
Q99816,2327
Q96DB2,1207
Q12851,2076
P27815,1999
P42681,1421
P49759,2079
P47901,1377
P54646,1420
P41743,2197
Q13255,1460
Q13882,1886
P48775,1512
P30989,1205
Q13557,2010
P02753,418
Q15759,1852
Q13976,1743
P02768,1707
Q15303,2120
P08922,1785
P05106|P06756,2080
P21462,1309
P34998,2495
Q15059,1199
P17931,1214
Q92743,969
P00748,1799
Q96PD7,1094
Q8IW41,2095
Q9BZL6,2161
P51451,1942
Q9UNA0,1299
Q96SB4,1865
Q92731|P03372,1788
Q14289,2174
P07947,1805
Q460N5,754
P49761,2219
Q9Y463,2263
Q9Y4K0,1038
O15264,2074
P51679,1628
Q05655,2419
Q01726,1412
P56704,559
O14649,910
Q9UBL9|P56373,951
P06756|P18564,966
P28221,2127
O76083,1100
P28222,2322
P24941|P20248,2230
O75030,881
P55210,3046
P35557,1515
O60502,937
Q15910|O75530|Q15022|Q6ZN18|Q09028,490
Q99558,1659
Q8TDU6,1537
Q8NHM5,693
P35368,2538
P08631,1789
Q15418,1815
P51617,1962
Q07912,2145
Q9Y243,2338
P27986|P42336,2524
O75385,1096
P37173,1503
P28074,1862
P24557,2115
P02766,1154
P11021,3268
P35408,1661
Q15910|O75530|Q15022,432
O15111,1942
P27815|Q08499|Q07343|Q08493,2279
Q86W56,928
Q10469,1298
Q00534,1801
P49354|P49356,2397
P35916,2446
O96013,2589
P08254,2821
Q00535,2509
O95180,2216
P53778,2151
P18054,3028
O43353,1657
P48048,1435
P05106|P08514,2362
P30968,1771
Q02763,2415
Q9UDY8,1243
P35498,1028
O00444,2084
O75582,2168
P32239,2750
Q13043,1810
P25440,1269
Q04759,2527
P17612,2622
O14744,1900
O75907,1595
Q96EB6,2241
P54289,1060
Q14680,2654
P61073,1888
P30291,1874
P13569,1422
P50052,1852
P51955,2617
P05093,1835
P30518,2400
P00374,2125
P49146,2244
P42574,2967
P30874,1627
Q14164,2178
P49682,1940
P29371,1420
Q13188,2368
P56524,2083
P07900|P08238,1912
P21452,2239
P25025,2376
P30411,2381
Q13535|Q8WXE1,786
Q07889,1137
P25106,1605
P31639,1768
O43683,1565
Q13324|P24387,2420
Q15910,1600
P07858,3117
P13866,1554
Q8IXJ6,2562
P48735,735
P17787|P43681,1950
P54132,3043
Q16620,2647
P25774,3079
O96017,2907
P33032,2420
Q00535|Q15078,3211
P07711,3630
P54760,2551
P15538,2114
P25100,2942
Q9HAZ1,2950
P04628,1165
Q14432,3327
O00141,2197
P49760,3400
P32238,2423
P05771,2014
P06493,3378
P11802|P24385,2633
P11802,2448
P06870,1411
Q14833,1992
P53634,1117
P53779,3184
Q13133,1860
P49674,2451
Q16853,1236
P29317,2898
P51812,2976
Q16236|Q14145,1978
P18089,2786
P21589,1305
Q8TDV5,2352
Q07817,2432
P43235,2939
Q9H3N8,2710
P21730,1882
O15552,959
P31391,1542
Q9UM07,1679
Q96BI3|Q9NZ42|Q8WW43|P49768|Q92542|P49810,2863
P46098,3354
P25929,3144
O95819,2717
Q8NEB9,1484
P40763,2370
P25101,3461
O14684,2416
Q9UNQ0,2212
O75460,1413
P18825,2982
P34913,3211
Q02750,3202
Q96RG2,1668
P36544,2497
O00459,1616
Q08345,2222
P68400,2649
P06280,4437
P78536,3209
P30556,3417
P31153,1542
Q13541,1798
Q9H7B4,1881
P49327,2479
Q9NZQ7,1578
P46063,4598
P45984,3942
P50750,2903
P11308,5216
P45452,3806
P08912,3289
P61964,2171
O76074,3748
P25021,3200
P00797,3420
P21731,3531
P55055,2636
O00519,3057
P41968,2994
O00167,5756
P33981,2569
P31751,3435
P23443,3810
Q14524,3638
P51681,3552
P06213,4078
Q96RI0,1401
Q99705,4228
O00763,4107
Q9UQD0,1175
P49137,3913
O14920,3661
Q5NUL3,2159
Q14123,844
P29375,1147
P27361,3394
Q05586|Q13224,2378
P19793,2591
P13945,3213
P17252,4085
Q92847,3410
Q9BUB5,2748
P19099,2450
Q13224,2150
P45983,4536
O15379,3659
P68371|Q9H4B7|P0DPH7|P68366|Q13509|Q71U36|P04350|Q3ZCM7|P07437|P68363|Q9BQE3|Q6PEY2|Q13885|Q9BVA1|Q9BUF5,2827
P54750,781
P07948,3012
Q16665,3254
P41597,3372
Q9GZT9,2296
P28845,3993
P01375,2582
P29466,5003
Q14416,2259
P07900,3568
Q05397,4358
Q9UGL1,1138
P78527,2256
Q02127,2997
O75762,2311
Q9HBX9,5364
P11388,3572
Q2M2I8,1496
P16234,2739
Q13315,4199
Q9Y5Y4,3590
Q99500,2947
Q03181,3985
Q04771,2358
Q9Y5Z0,2414
P25103,4197
P11511,4000
O75469,3657
P09917,3571
O43570,5579
P14780,5139
P08588,4516
P48730,4423
O15296,7047
O15530,3970
P03956,5506
P16050,6483
P20292,2438
Q70CQ3,1318
Q9HBH9,3670
Q08881,3427
P17948,4598
Q86WV6,1943
Q13547|O15379|Q9UBN7|Q92769|Q9UQL6|Q8WUI4|Q9BY41|Q96DB2|P56524|Q9UKV0|Q969S8,4461
Q07343,3559
Q99683,2789
P34969,4605
P41146,3162
P37288,3941
Q9BY41,4591
P11387,4625
P09619,4327
O14842,3098
Q01196|Q13951,7453
P49840,3756
Q92769,4706
P07339,4082
P10828,6419
Q7Z3E1,1117
P35367,5105
P08253,6121
O60563|P50750,4078
P06276,5900
P98170,2438
P27487,5752
Q99685,3241
Q01064,1114
Q9UBT6,7728
Q07820|O43521,1919
Q86V86,3937
P08173,4302
P06401,4705
O75604,8174
Q99720,4945
P08069,5805
O14757,5788
P21917,5198
Q14191,8524
P42338,4478
Q16790,6970
P35348,5032
Q9Y336,9033
P41594,4219
P08246,5313
P18031,6058
P24864|P24941,3663
P23219,5645
Q96GD4,5596
Q08499,4712
Q06418,3890
Q07869,5088
P78540,9258
Q9UM73,4570
Q92731,5209
P07333,4857
P08913,4296
P25090,2940
P09874,5736
Q9H3R0,1601
P00742,7731
P24941,6790
Q13822,3624
Q9P1W9,5478
P05067,5378
O00408,3436
P20309,5954
Q8NER1,5731
Q07820,4541
Q13464,5473
P36897,3852
P50406,6630
P10646,1918
P04626,6312
P21728,5562
P06241,4376
P29275,6779
P32245,5213
P41595,5664
Q9Y5N1,7503
Q8WZA2,10804
O14965,8235
P21453,4567
Q06124,4024
P08172,6260
P06239,6941
P37840,11054
P54646|O43741|P54619|Q9UGJ0|Q9Y478|Q13131|Q9UGI9,11704
P23975,7527
Q9HC16,9893
P22455,3847
P43490,5425
Q9UHD2,4285
P07550,6858
Q92793,4189
P03951,3842
P30530,5314
Q01959,7766
P28335,7568
Q00987,5457
P21802,4774
Q96RI1,5116
P17405,13578
Q12866,4386
P49798,13734
Q13535,2823
P14902,5307
O14744|Q9BQA1,3159
P00734,10739
Q9Y233,6408
P11229,7659
Q92830,13974
P00915,9745
Q9Y468,13946
P10275,6579
Q8IUX4,12449
P11166,14119
P14618,7276
P35354,9137
P12931,8548
O95398,14773
P04062,12616
P10415,4073
P08183,6512
Q6W5P4,15070
Q15116|Q9NZQ7,4403
P00746,4573
P38398,15824
P22607,5738
P37231,8342
P04049,5341
P31645,9704
Q16539,9226
P31749,7448
P41143,9627
Q15858,8748
P01116,3158
Q13546,5069
Q03164,17324
P43405,7880
P42345,10316
P39748,12638
Q9Y3Z3,17606
Q13627,6675
P27338,8066
P04150,6458
Q5S007,5447
P35414,3956
P08908,9874
O15118,18701
P0DMS8,10904
Q13547,11170
P42858,18835
P56373,5239
P21397,9645
P00918,11837
P08581,8821
P36888,8899
P22303,11371
P30542,11314
O75116,8559
P35462,10284
Q99714,15367
P48736,8109
Q9NR96,4153
P28223,10201
P42336,10744
Q9Y253,19113
P62826|Q14974|O95149,21848
P11309,8606
P11362,8523
P51151,21980
P34972,11399
Q9NR97,4874
P49841,10773
P41145,10509
P29274,13570
P06746,23238
O94925,17563
O43613,8181
P03952,5082
P10721,6423
P00519,7594
Q14974|O95149,25085
P21554,12800
P15056,8864
P15428,24526
P03372,10161
Q9NYK1,6356
P11473,21872
P04629,8836
P56817,12299
O94782,23379
P05177,24481
O60341,6087
P01215,29269
P53350,27488
Q9UBN7,14320
P35968,17115
Q92918,6615
P16473,17177
O43614,9199
P33261,23548
Q99572,6338
P35372,13524
Q9NWZ3,11282
P14416,14712
P11712,26986
P52333,11689
Q16637,33603
Q9NR56,34245
P10253,22401
P10635,28083
P02545,36231
Q13526,36421
P28482,23956
O00329,11886
P27695,37001
Q13148,39978
B2RXH2,39588
Q12809,26310
P29597,10499
Q03431,46869
P23458,14342
P51449,12900
O00255|Q03164,44429
P04637,36524
O75164,51832
Q99700,54072
Q9UIF8,55869
O60674,17640
P08684,35596
O60885,14853
P00533,19118
Q06187,14905
ENSG00000284190,32140
P84022,64088
O75874,39616
P00352,76084
P07949,6586
P83916,92055
Q96KQ7,91424
P10636,67457
Q16236,86772
P63092,98892
P43220,107368
Q9UNA4,115085
Q96QE3,98092
O75496,99549
Q9NUW8,196805